"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2023/09/24","マルハチ産業 マルハチ ダリヤ ザ・霧吹き 300cc G (振子ホース)#30 販売: アマゾンジャパン合同会社","-438","Amazon.co.jp","日用品","日用品","","0","wj2ijyoQW9GLcLR_LbcmNA"
"1","2023/09/24","[Homie Japan] ゴム手袋 キッチン ロング 裏地付き かわいい おしゃれ 蒸れない ベタつかない ロンググローブ 長い 掃除 作業 ガーデニング カフェ (ミドル) 販売: Homie Japan","-980","Amazon.co.jp","衣服・美容","衣服","","0","gdAh61E_hm-Vv5ytbCAvmA"
"1","2023/09/24","【Amazon.co.jp限定】 パナソニック エボルタ 単4形アルカリ乾電池 28本パック LR03EJA/28SV 販売: アマゾンジャパン合同会社","-2260","Amazon.co.jp","日用品","日用品","","0","r-qZ8mmA4CaydGbSCp2-ag"
"1","2023/09/24","WOLT TOKYO","-50","JCBカード","食費","外食","","0","zwg9lOZZHdT6yjdEMiCGjw"
"1","2023/09/24","WOLT TOKYO","-1803","JCBカード","食費","外食","","0","5Xtjgtj5aN68FfnMLmAlcQ"
"1","2023/09/24","CHATGPT SUBSCRIPTION 4158799686","-3028","JCBカード","住宅","サブスク","","0","J78KMV8DJsJeld77XKE9Qw"
"1","2023/09/24","ATM セブン銀行","-50000","【け】住信SBIネット銀行","日用品","日用品","","0","lhlJz5lASsmyjDzRR3lU9g"
"0","2023/09/24","Amazon Market Place","-438","JCBカード","日用品","日用品","","1","9LzmK97-LpbLzTKj5rbfbg"
"0","2023/09/24","Amazon Market Place","-3240","JCBカード","日用品","日用品","","1","MzzvdQSVgtJFpfebGT5PWQ"
"1","2023/09/23","ウジエスーパー小田原店","-1545","JCBカード","食費","その他食費","","0","R-BgR8lrr2v436CXlxf2Nw"
"0","2023/09/23","WAONチャージ","-10000","JCBカード","現金・カード","電子マネー","","1","T0zJNd-2pl2uTkvEN2ju8w"
"1","2023/09/23","セブン-イレブン鉄道博物館前店","-665","JCBカード","食費","その他食費","","0","Lm7SyUmMxgXi6-Qc9mMaLQ"
"1","2023/09/23","povoご利用料金","-330","JCBカード","住宅","通信費","","0","2wXGkag3SAaRaE5OMUX57Q"
"1","2023/09/23","散髪","-1350","なし","衣服・美容","その他衣服・美容","","0","jrOd3kkjqXjOlEjcQJYN7Q"
"1","2023/09/23","","-1250","なし","食費","その他食費","","0","WbrQdfLnFhAFmcecWOpcaA"
"0","2023/09/23","WAONアプリ チャージ クレジット","10000","WAON","未分類","未分類","","1","3jaE7tO9uSV4gq91vJFvcw"
"1","2023/09/22","物販","-150","【け】モバイルSuica (My JR-EAST ID)","食費","その他食費","","0","DQLxJnfKD1Rwjqgcwf2P8g"
"1","2023/09/22","物販","-444","【け】モバイルSuica (My JR-EAST ID)","食費","その他食費","","0","YHKt4totRWLt-obRVfIjcg"
"1","2023/09/22","バス等 東武CE","-336","【け】モバイルSuica (My JR-EAST ID)","交通費","バス","","0","DMSlw43ytldgVxJwuC-6Hw"
"1","2023/09/22","バス等 東武CE","-336","【け】モバイルSuica (My JR-EAST ID)","交通費","バス","","0","zcPGbjjiZKl6u0ZMuV4f5Q"
"1","2023/09/22","仙台卸町 支払","-2967","WAON","食費","その他食費","","0","fnPHORFwW8AOU8UYdVEuww"
"1","2023/09/22","JR東日本 えきねっと","5150","JCBカード","収入","不明な入金","","0","plBMy5OtNjmN_so9fOo6YA"
"1","2023/09/22","JR東日本 えきねっと","5150","JCBカード","収入","不明な入金","","0","YDY4ZBAn5Es9C87nKtkm4A"
"1","2023/09/22","JR東日本 えきねっと","-440","JCBカード","交通費","電車","","0","RiiQjAZC28JeRWw5O2dTkg"
"1","2023/09/22","JR東日本 えきねっと","-5150","JCBカード","交通費","会社立替え払い","","0","CoWgcKeBYBzYpkSeBUXCdg"
"1","2023/09/22","JR東日本 えきねっと","-5150","JCBカード","交通費","会社立替え払い","","0","ynGoKninf1oA2ExCY9faBA"
"1","2023/09/21","物販","-336","【け】モバイルSuica (My JR-EAST ID)","食費","その他食費","","0","P0GDAWMT9UOMWnWUskmk-Q"
"1","2023/09/21","物販","-98","【け】モバイルSuica (My JR-EAST ID)","食費","その他食費","","0","CllCi1HNwhqOYyUQNGyiKQ"
"1","2023/09/21","UCC 職人の珈琲 無糖 ラベルレスボトル ペットボトル 900mlx12本 販売: アマゾンジャパン合同会社","-1492","Amazon.co.jp","食費","その他食費","","0","7VBmPXJTK5G8oQof4ncDUw"
"0","2023/09/21","AMAZON.CO.JP","-1492","JCBカード","日用品","日用品","","1","bKqOp7PeRy4W1Rr0oQ1EXQ"
"1","2023/09/21","セゾン自動車火災保険株式会社","-39550","JCBカード","保険","自動車保険","","0","hgpWHQ56phKNpLDCv-qtOg"
"1","2023/09/21","セブン-イレブン鉄道博物館前店","-199","JCBカード","食費","その他食費","","0","0o4NdBHyckW4rqYKUd_Dqg"
"1","2023/09/21","","-5300","なし","交際費","その他交際費","","0","UoAX7XzSEx9rpK5F5Ekp_A"
"1","2023/09/21","ララガーデン長町","-676","JCBカード","日用品","日用品","","0","WvLUZpnABhPAG_u-LWV4nA"
"1","2023/09/21","ララガーデン長町","-1086","JCBカード","日用品","日用品","","0","QT9sSNkGrYXlE2c2qa5WQQ"
"1","2023/09/20","物販","-336","【け】モバイルSuica (My JR-EAST ID)","食費","その他食費","","0","UaPyQUBV1qCHDE67j8I_fQ"
"1","2023/09/20","セブン-イレブン鉄道博物館前店","-518","JCBカード","食費","その他食費","","0","J69t5x24IvDgUr_m5ucqAQ"
"1","2023/09/20","リベシティ","-709","JCBカード","住宅","サブスク","","0","d_y7z5Wy1E0E2DmvbX-8DA"
"1","2023/09/20","ITパスポ-ト試験","-7500","JCBカード","教養・教育","その他教養・教育","","0","-Fv-dslG7JM9jW-sjEFLXQ"
"1","2023/09/19","物販","-130","【け】モバイルSuica (My JR-EAST ID)","食費","その他食費","","0","T0pLYhjAeAxpWMAN2_t_Jg"
"1","2023/09/19","フアミリ-マ-トクキエズラ","-473","JCBカード","食費","その他食費","","0","fVoUooLQeby8suY_5Lm_5A"
"1","2023/09/19","セブン-イレブン鉄道博物館前店","-172","JCBカード","食費","その他食費","","0","60e7zqd_xgnHkA26uoap9A"
"1","2023/09/19","セブン-イレブン久喜樋ノ口店","-307","JCBカード","食費","その他食費","","0","jMhYsRVNAK1QAEy1u-ex8w"
"1","2023/09/19","povoご利用料金","-12980","JCBカード","住宅","通信費","","0","CXpNEI56HMAN-Q3u8FrT1w"
"1","2023/09/18","みんなが欲しかった! 簿記の問題集 日商3級 商業簿記 第11版 [簿記検定 ネット試験・統一試験 完全対応](TAC出版) (みんなが欲しかったシリーズ) 販売: アマゾンジャパン合同会社","-1100","Amazon.co.jp","教養・教育","書籍","","0","4z1HMJ2c6dwIVLs1SL_p-g"
"1","2023/09/18","みんなが欲しかった! 簿記の教科書 日商3級 商業簿記 第11版 [簿記検定 ネット試験・統一試験 完全対応(TAC出版) (みんなが欲しかったシリーズ) 販売: アマゾンジャパン合同会社","-1100","Amazon.co.jp","教養・教育","書籍","","0","pbtJEyYPII7HvZLMeMI01Q"
