"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2024/01/24","セブンイレブン さいたま大栄橋西店","-300","メルペイ（残高払い）","食費","食料品","","0","oT1rDHouhchbkmyEq7V8mAWl5dLudC4eDMJp2yGfJ8c"
"1","2024/01/24","物販","-130","【け】モバイルSuica (My JR-EAST ID)","食費","その他食費","","0","Ppe9oURAToLECwvUbwQUEz64fIMKe9cpZrHCIP2kZJY"
"1","2024/01/24","物販","-180","【け】モバイルSuica (My JR-EAST ID)","食費","その他食費","","0","9RuG3rL6OYB5pSWTwzJwdzOprYBf2Gt8kvLyUJJn4f4"
"1","2024/01/24","物販","-550","【け】モバイルSuica (My JR-EAST ID)","食費","その他食費","","0","n-pGnZmc_zCPUGaHDVJMJ6MbysZtSuDpSB1WWOlszSY"
"1","2024/01/24","物販","-70","【け】モバイルSuica (My JR-EAST ID)","食費","その他食費","","0","2s5bGopkMKY22Wn8Qx_agr9dSzZvWnGDWrsJvyaYtyE"
"1","2024/01/24","APPLE.COM/BILL","-250","JCBカード","日用品","日用品","","0","AuUPTkm3TJ9J0e1GlGtib6Y3pf56iGa6R8QszNoSJ_M"
"1","2024/01/24","CHATGPT SUBSCRIPTION 4158799686","-3006","JCBカード","住宅","サブスク","","0","f0mG_EMZNGAYnEewRgdx5W2CbS6odQDeGmF_fKYevXo"
"1","2024/01/23","OSMO MOBILE 3【DJIスマホジンバル】ケース・三脚付き","3210","メルペイ（残高払い）","収入","一時所得","","0","TIZTMTiDS5YOIbdNQvlYym0KbosVPkCBjeOibjFHnJg"
"1","2024/01/23","物販","-278","【け】モバイルSuica (My JR-EAST ID)","食費","その他食費","","0","VkEv-88fTbLtuHbfSYRKkZLXC8uUA0Lj6d2BbEGGdEo"
"1","2024/01/23","物販","-480","【け】モバイルSuica (My JR-EAST ID)","食費","その他食費","","0","UO3O4XsqdXUAHqQEiAlA9eaFY0eqVYpK0CrEb3kjQ-Q"
"1","2024/01/23","物販","-180","【け】モバイルSuica (My JR-EAST ID)","食費","その他食費","","0","KfnAENqWM0KtoOSeR_53Tv8Z1MVPRa5g9uI-OWvrcXA"
"1","2024/01/23","物販","-132","【け】モバイルSuica (My JR-EAST ID)","食費","その他食費","","0","U79_4aJRcITY0lXzC2jIzptJFkOIwtNYu_MeSDWY_aQ"
"1","2024/01/23","物販","-780","【け】モバイルSuica (My JR-EAST ID)","食費","その他食費","","0","PyFTEhsqUJ7haItj6J27V8QQGcVcp0hYIJM6ScZKW58"
"0","2024/01/23","振込*タカハシ トモユキ","3000000","【ま】住信SBIネット銀行","収入","一時所得","","0","vxy5IGTL3tRrGhyd9egdIk1IkIq-54Z67LIviHn6oQM"
"0","2024/01/22","WAONチャージ","-5000","JCBカード","現金・カード","電子マネー","","1","U4eyEoYbjN-1YwE6khJA2kzYXFYhwVJWrgznfmcdhJs"
"0","2024/01/22","WAONチャージ","-5000","JCBカード","現金・カード","電子マネー","","1","QWnLTBTq8ASgMidIfZ3gjCVXke_zU5X13vfsFF_1f9M"
"1","2024/01/22","AmazonPay提携サイト","-2024","JCBカード","日用品","日用品","","0","Q3PFFaR25iyklc6iShQsYFpvFheTI2Cuz544Liz6iSE"
"1","2024/01/22","仙台幸町 支払","-6167","WAON","食費","その他食費","","0","8kwbZs9Hpfa8-9YErzumEYJdTH11xOVtPpTgMdFJHvA"
"1","2024/01/22","仙台幸町 支払","-105","WAON","食費","その他食費","","0","gUT764fmuqOQTSHo7I7womzC2Y52ktSC8q6a-euxA88"
"1","2024/01/22","","-1200","なし","食費","外食","","0","MhRkSTLXWFxXtjHPEFREJDGVHye_lGyyj5Po0zb_-74"
"0","2024/01/22","WAONアプリ チャージ クレジット","5000","WAON","未分類","未分類","","1","O1NEslblaUPMHSR6kuyMOSc4vf-S9_XHG37ZsIgOr2s"
"0","2024/01/22","WAONアプリ チャージ ポイント","124","WAON","未分類","未分類","","1","Hh66pCvQh_MPpkj4OnqeYAFABTWyRDSYTRmTOviTIgA"
"0","2024/01/22","WAONアプリ チャージ クレジット","5000","WAON","未分類","未分類","","1","zsRNuV_ahm-HWE6e43Bn0u8sK7LIPajpJWiDZIZyFJ0"
"1","2024/01/21","物販","-93","【け】モバイルSuica (My JR-EAST ID)","食費","その他食費","","0","ZIvqzTagjkdStN3AGPCK9GoWw7L5s2tYiwLQSgUKbS4"
"1","2024/01/21","利息","3","【け】住信SBIネット銀行","収入","その他入金","","0","6CvQ3mWHWEiZSFtYdWyT7_XXZtZMnspVtdaSfRw6i5s"
"1","2024/01/21","利息","3","【け】住信SBIネット銀行","収入","その他入金","","0","utGILUtB29XxnW1MGlKhQ2G6iatWl2dLfhOTZ-Z_2xU"
"1","2024/01/20","セブンイレブン 仙台泉中央3丁目店","-346","メルペイ（残高払い）","食費","食料品","","0","-rF8_5_3Xx6yhK9F4ZvPPAgCWT6eCYbBr1StIqMcZZA"
"1","2024/01/20","物販","-200","【け】モバイルSuica (My JR-EAST ID)","食費","その他食費","","0","ydUBH2ikhcjTb9f4hitBNHV4e-Pl6oKZHE4D7UX2MEM"
"1","2024/01/20","物販","-200","【け】モバイルSuica (My JR-EAST ID)","食費","その他食費","","0","Vj1VuC0vxfKtsJ2nfc8eU3Rcrjr0qAMLp4WJBxK4DS8"
"0","2024/01/20","ATM セブン銀行","500000","【ま】住信SBIネット銀行","未分類","未分類","【ま】みずほから振替","1","sDSq6bBbJ2z9TRm897kum8Qtd7KkRN6ExgXYxkqfu98"
"0","2024/01/20","ATM セブン銀行","500000","【ま】住信SBIネット銀行","未分類","未分類","【ま】みずほから振替","1","r1DMOh-GZnO3xaohxUhzTrTQ-RBlx_lBAOhFUhxigW8"
"1","2024/01/20","povoご利用料金","-990","JCBカード","住宅","通信費","","0","LinFMhXZB7YxDXOn3bUzTJlJsciSkYHkM29Yoy_7YtY"
"1","2024/01/20","びっくりドンキー 泉松森店","-2875","JCBカード","食費","外食","","0","fURZkqcAorz48ja09ECyaBg1ot5fgK2mkuHYLeMKl7c"
"1","2024/01/20","振込*カ)カワイアシスト","-17050","【け】住信SBIネット銀行","住宅","サブスク","","0","lVTDLQdxh1-EGjv7vvHa8FVhTPi343P88_busDhTxMI"
