"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2024/07/24","松屋事前決済","-850","メルペイ（残高払い）","食費","外食","","0","JPqHUd68PWuWhOEehmMNuEdWXye2ImKiD8omKQDrO6g"
"1","2024/07/24","日本郵便","-700","メルペイ（残高払い）","日用品","日用品","","0","3AugEE6fV6Sc6kNwyXG089849mLUoh-HODdKaJigUUM"
"1","2024/07/24","バス等 西武バス","-199","【け】モバイルSuica (My JR-EAST ID)","交通費","バス","","0","zhZKTfaR1FEgGHlhpmGs0_8A8Ej_onC9TfBuDtgx1zE"
"1","2024/07/24","物販","-641","【け】モバイルSuica (My JR-EAST ID)","食費","コンビニ","","0","bDen-Wb8W3dUuMMkH3K4pTBalczf_WalGc3f41FA5Kk"
"1","2024/07/24","物販","-108","【け】モバイルSuica (My JR-EAST ID)","食費","コンビニ","","0","U1blinMPLgOaivDgk5Pe1byP6OpmeWC72_v71NAVvAU"
"1","2024/07/24","物販","-100","【け】モバイルSuica (My JR-EAST ID)","食費","コンビニ","","0","2D8qfmfwG8BFuNCaG59gGQEXBMqtlcZg78X2TzwDzCc"
"1","2024/07/24","OPENAI *CHATGPT SUBSCR 4158799686","-3127","JCBカード","住宅","サブスク","","0","XSTYfUIUJZobT7tjHwAiOQLBfZ6AB8NCl1UVvG1VmTU"
"1","2024/07/23","物販","-308","【け】モバイルSuica (My JR-EAST ID)","食費","コンビニ","","0","D3tuQaT4Zx_h8CX5m4ZSwz9TcdWCwj5QV99X8k6cFmg"
"1","2024/07/23","物販","-630","【け】モバイルSuica (My JR-EAST ID)","食費","コンビニ","","0","4rtsGVV0hDaScBoqOxQCHOCmh6xa5WSikg3TaaOO7cQ"
"1","2024/07/23","物販","-180","【け】モバイルSuica (My JR-EAST ID)","食費","コンビニ","","0","kxlj3ML0DQvMt4th9J6qkmp8WCufOAIjEXeJS_u6YCY"
"1","2024/07/23","パルシステム埼玉　〔宅配利用代金〕","-13567","JCBカード","食費","パルシステム","","0","nAJ6gJqnxqJ6sdEWsX8XiLYjHLauUUDoGeFEJPEfyiE"
"1","2024/07/23","スーパービッグ原町店","-308","JCBカード","食費","食費","","0","vev56mZiTRC7pREF6_9ZhLKrF5ZBwoFW5sxVXYbDVl4"
"1","2024/07/22","松屋朝霞店","-850","メルペイ（残高払い）","食費","外食","","0","JR5ODQ2Szem-z_wEIa11E3Fy1TtnqsyxIHPRCHs4Xfo"
"1","2024/07/22","ポイント","347","Amazon.co.jp","収入","一時所得","","0","Q-s8uw-p7y42JW9A9_cFvk9qDQe1yI8bVR_B4zLOwBA"
"1","2024/07/22","3ヶ月で1万フォロワー・月10万円を叶える 革命的に稼げるインスタ運用法[Kindle 版] カイシャイン 販売: Amazon Services International LLC","-1584","Amazon.co.jp","教養・教育","書籍","","0","y92q0mRnjvyYKDbpfwmRrZXCfxS-gb0rXBeOLX-erHY"
"0","2024/07/22","AMAZON DOWNLOADS WWW.AMAZON.CO","-1237","JCBカード","日用品","日用品","","1","pDnsACV5BQRaDP2my4b7H76nvC_SxCIGbLw5E-GSS-8"
"1","2024/07/22","スーパービッグ原町店","-1401","JCBカード","食費","食費","","0","tmGSD6rsZww_jzcIzoccxTPnzyDXeTpmrEBrolvXBbc"
"1","2024/07/22","歯医者","-2470","なし","健康・医療","医療費","","0","PmfyN_2ZzVeyMiTFgq5bUhmoTaCfWq17SuNcBaL08oo"
"1","2024/07/21","スパゲッティのパンチョ新座野火止店","-890","メルペイ（残高払い）","食費","外食","","0","rDt1oYNl0K4UEvVcJGLfNFfTg0jYzAybWdTdpXcBrUo"
"1","2024/07/21","CIO 卓上 電源タップ USB付 Polaris CUBE DESK PD 65W [CIO独自技術 Nova Intelligence ] 液晶付 コード長 1.5m USB-C×2 USB-A×1 AC×3 合計6口 Type-C Type-A AC差込口 PD 急速充電 Macbook Windows ノートPC 各種その他機器対応 (ブラック) 販売: 株式会社CIO","-4580","Amazon.co.jp","特別な支出","家具・家電","","0","YC7ui66Vhw2R3ZCpy-vb1m3SzH1rYYsEc54Ksgh2CBU"
