"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2024/08/22","物販","-308","【け】モバイルSuica (My JR-EAST ID)","食費","コンビニ","","0","SMp4XRaYZgvBO6cHa8DAQe9CbwZE56L_OIqA8NHSSqc"
"1","2024/08/22","物販","-520","【け】モバイルSuica (My JR-EAST ID)","食費","コンビニ","","0","JPDzosQ7Ohl-WF8V6mj4MHHWhtcpS435BmjQb3KoE8s"
"1","2024/08/22","物販","-180","【け】モバイルSuica (My JR-EAST ID)","食費","コンビニ","","0","k64EMDsuwR9eNAegCTKa-lLJqnW4Nm5gGqMhE9VYGwI"
"1","2024/08/22","物販","-237","【け】モバイルSuica (My JR-EAST ID)","食費","コンビニ","","0","XmW6C8sX5MsR_2cQlggqj27gnDLZI34Uz-V07l2Ue0k"
"1","2024/08/22","メリット 泡で出てくるシャンプーキッズ からまりやすい髪用 ポンプ本体+替え すみっコぐらしデザインセット 540ml 販売: Seven Music","-1354","Amazon.co.jp","日用品","子育て用品","","0","XeCzIfqQ_6ZxvosfGXlVG3u7UyKXPbKA217D60wpVf8"
"1","2024/08/22","Ashberry(アッシュベリー) キッズスクール水着 サーフパンツ 無地 黒 紺[UPF50+紫外線対策加工] 140cmブラック(855475) 販売: ASHBERRY☆アッシュベリー(子供服)","-2180","Amazon.co.jp","日用品","子育て用品","","0","LmgqdU4hOKvxgeTqj9YlmJIdHnN2YFPE6gfRRmm4ro4"
"1","2024/08/22","マックス 無添加 ハッピーバブルバス 販売: アマゾンジャパン合同会社","-772","Amazon.co.jp","日用品","日用品","","0","Avn_Dhj3ES39c8tq-kFqmVqYpizzQVwgGNwXB2YNpnM"
"0","2024/08/22","Ａｍａｚｏｎ　Ｍａｒｋｅｔ　Ｐｌａｃｅ","-4306","JCBカード","日用品","その他日用品","","1","HHkBSc0x98HS7_Py73R_attVJe0PAu2HLmHqCjJL0nk"
"1","2024/08/21","物販","-308","【け】モバイルSuica (My JR-EAST ID)","食費","コンビニ","","0","CMcyilA8nJpO04Lsj28-9jQyKyggtV3zGYokT397v8E"
"1","2024/08/21","物販","-530","【け】モバイルSuica (My JR-EAST ID)","食費","コンビニ","","0","bZv0slhNdHd_T5BJciG-V0rLdPc892TDckc1PdwPz3Y"
"1","2024/08/21","物販","-180","【け】モバイルSuica (My JR-EAST ID)","食費","コンビニ","","0","WzC1VqO8PHRmYPmC4i9_tWtjAzmlowdcYNms69UEHlo"
"1","2024/08/21","物販","-85","【け】モバイルSuica (My JR-EAST ID)","食費","コンビニ","","0","OYx_ui2oaMFmBbR4rQfnOSU5ahkql0K6Nwuj71bes9c"
"1","2024/08/21","１ｓｔ－ＫＡＧＵ　〔ファ－スト家具〕","-4840","JCBカード","特別な支出","家具・家電","","0","P8wox1GTHXf83rW9pWEu1Q3zxKRfYumqvban_dHJ-8c"
"0","2024/08/21","振替 SBI証券","-79920","【け】住信SBIネット銀行","未分類","未分類","","1","N8Qe-lyvFdxrPziR66xhj5Aj58FT9QEZxvXXluk1eSM"
"1","2024/08/21","餃子酒場","-3596","JCBカード","交際費","その他交際費","","0","MMtGkyIX0buNArNop6Wcs34cXdwroO5iylFgnFVCJ_c"
"1","2024/08/21","ＧＯタクシー〔乗車料金〕","-1200","JCBカード","交通費","タクシー","","0","URP4yA3zdCsafCw6Ch5vj8CEES9h62IStnuy7XNCCtY"
"1","2024/08/20","物販","-308","【け】モバイルSuica (My JR-EAST ID)","食費","コンビニ","","0","eWfUBScH5nkj8ss8wluJVDFNDUVb1FShk4LCK0MTYhs"
"1","2024/08/20","物販","-550","【け】モバイルSuica (My JR-EAST ID)","食費","コンビニ","","0","UyocewVNmmRPvk2LHtZ_QjQXSMOVszTwHuJ2g_PUYIE"
"1","2024/08/20","物販","-180","【け】モバイルSuica (My JR-EAST ID)","食費","コンビニ","","0","mkQuLUjweIdTEQ2ztkaDqnJJkcGe77cSEvTMkNFDzD8"
