"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2022/12/22","リトル・マーメイド(吹替版)[Prime ビデオ] ジョン・マスカー, Ron Clements, John Musker ...","-2500","Amazon.co.jp","趣味・娯楽","映画・音楽・ゲーム","","0","8JdWT-6o2Ecg2C8D0VlDmQ"
"1","2022/12/22","ウジエスーパー小田原店","-3394","JCBカード","食費","食料品","","0","EbXt71EsJw2flrYNVh3MJQ"
"0","2022/12/22","PRIME VIDEO TVOD 866-321-8851","-2500","JCBカード","未分類","未分類","","1","GFjbIwgBqzde6Ugu3fy5kg"
"0","2022/12/22","AMAZON DOWNLOADS WWW.AMAZON.CO","-446","JCBカード","教養・教育","書籍","","1","zzZJaBhajT0IaK9WxwcmjA"
"1","2022/12/22","PIZZERIA CAPOLI","-8810","JCBカード","食費","外食","","0","fHX2Wwk-kTfthqxHsgQfJw"
"1","2022/12/21","物販","-333","【け】モバイルSuica (My JR-EAST ID)","食費","外食","","0","A3koOuuT7QNTYL8fep76pQ"
"1","2022/12/21","入 鉄道博物 出 埼都大宮","-189","【け】モバイルSuica (My JR-EAST ID)","交通費","電車","","0","XirsYu_hohXy2OZOfS4LxA"
"1","2022/12/21","カフェラウンジ オオミヤ","-285000","JCBカード","その他","雑費","","0","9R-vxLlLLGVPg5JlxcWo7w"
"1","2022/12/20","物販","-498","【け】モバイルSuica (My JR-EAST ID)","食費","外食","","0","5VHwq7uf_IVjrFb0ICrIvA"
"1","2022/12/20","物販","-2060","【け】モバイルSuica (My JR-EAST ID)","食費","外食","","0","-0NwQ0WPAVCcHHrG3YeF0w"
"1","2022/12/20","物販","-160","【け】モバイルSuica (My JR-EAST ID)","食費","外食","","0","258yhwpJabSiVaBvshn9JQ"
"1","2022/12/20","ATM セブン銀行","-9000","【け】住信SBIネット銀行","現金・カード","ATM引き出し","","0","xyvkh9QiurEa8gun4kCw0A"
"1","2022/12/20","ウジエスーパー小田原店","-1462","JCBカード","食費","食料品","","0","6_nwN0rdXS816dz2ne6qWA"
"1","2022/12/20","honto","-607","JCBカード","教養・教育","書籍","","0","3OLulvAGNCmS59vI7CJSvg"
"1","2022/12/19","仙台幸町 支払","-316","WAON","食費","食料品","","0","p_fYQvKQ4FXWL8r5FuAaIQ"
"1","2022/12/19","仙台幸町 支払","-327","WAON","食費","食料品","","0","1_zQjBV1LxrXEqxh7caYgA"
"1","2022/12/19","仙台幸町 支払","-660","WAON","食費","食料品","","0","q_bYvS5gUiX9TltvGPOnuA"
"1","2022/12/19","Amazonギフト券・Amazonショッピングカードの金額","3280","Amazon.co.jp","未分類","未分類","","0","o-PRoYqktAl3oM3zv5teHw"
"1","2022/12/19","割引","258","Amazon.co.jp","未分類","未分類","","0","lIGvJgjcAPBU7LVNR5Hd1Q"
